satisfaction,Age,Flight Distance,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Baggage handling,Online boarding
1,48,465,4,3,5,1,4,2,2,2,2
0,9,1628,1,2,4,1,4,4,3,3,4
0,25,1551,1,2,3,1,2,3,3,2,3
0,63,1940,1,2,4,1,4,4,3,3,4
0,14,1710,1,2,2,1,2,2,2,3,2
1,45,378,4,3,5,4,5,5,4,4,5
1,28,1222,4,3,3,5,4,3,3,3,4
0,35,1488,1,2,3,1,3,3,3,2,3
1,16,2227,4,3,2,4,2,2,5,4,2
1,48,290,4,3,5,4,2,5,5,5,5
0,54,1225,1,2,1,1,4,1,4,1,1
0,10,1098,1,2,4,1,5,4,4,3,4
0,41,1283,1,2,2,1,1,2,3,2,2
1,49,210,4,3,1,4,1,1,4,2,1
0,34,1099,1,2,3,1,3,3,2,2,3
1,15,1814,4,3,5,4,5,5,3,4,5
1,60,84,4,3,2,4,2,2,4,5,2
1,16,1240,4,3,3,4,4,1,1,1,4
1,21,1576,4,3,5,5,4,5,5,5,5
0,11,1133,1,2,3,1,3,3,3,3,3
1,10,4402,4,3,5,4,5,5,4,5,5
0,54,4088,1,3,1,4,4,3,2,3,4
1,64,2630,4,3,5,4,5,5,1,4,5
0,32,4083,1,3,4,1,4,4,2,2,4
0,13,3781,1,3,2,1,2,2,4,4,2
1,33,3897,4,3,1,4,1,1,5,4,1
0,58,3139,1,3,5,1,5,5,2,3,5
0,65,3948,1,3,3,1,3,3,1,3,3
0,21,3224,1,3,1,4,4,4,3,2,4
0,44,3744,1,3,2,1,2,2,1,3,2
0,61,3428,1,3,1,1,1,1,1,3,1
1,37,3479,4,3,1,4,1,1,5,5,1
0,36,3151,1,3,1,1,1,1,3,4,1
1,60,2201,4,3,3,5,4,4,4,4,3
0,49,3741,1,3,2,1,2,2,4,4,2
1,66,2194,4,3,5,5,5,3,3,3,5
1,53,2137,4,3,3,4,1,5,5,1,1
1,23,2986,4,3,3,2,2,3,3,3,5
0,31,3195,1,3,4,1,4,4,3,4,4
0,69,3513,1,3,1,1,1,1,2,4,1
1,21,3260,4,3,4,5,5,3,3,3,5
0,28,3033,1,3,4,1,4,4,3,4,4
1,41,3442,4,3,1,4,1,1,3,4,1
1,19,2705,4,3,4,3,4,5,5,5,4
0,44,2563,1,3,5,1,5,5,4,1,5
0,35,2686,1,3,4,1,2,4,2,3,4
0,49,2933,1,3,1,1,1,1,1,3,1
0,63,2793,1,3,1,1,1,1,4,3,1
1,56,1794,4,3,2,4,2,2,3,4,2
0,21,3149,1,3,3,1,3,3,1,4,3
1,52,1796,4,3,1,3,3,4,4,4,5
1,46,1759,4,3,4,4,5,4,5,5,4
0,30,3209,1,3,2,1,3,2,3,3,2
0,28,3608,1,3,1,4,4,4,5,3,4
1,7,3175,4,3,3,5,5,5,5,5,4
1,40,2934,4,3,4,4,5,3,3,3,5
0,20,3457,1,3,4,1,2,4,4,4,4
0,67,3194,1,3,4,1,4,4,2,4,4
1,50,1627,4,3,3,4,3,1,1,1,4
0,61,3051,1,3,4,1,4,4,2,3,4
1,65,1578,4,3,2,4,2,2,1,3,2
0,36,2598,1,3,5,1,4,5,4,2,5
0,13,2872,1,3,4,1,4,4,3,3,4
1,21,2412,4,3,3,4,3,3,4,5,3
0,19,2482,1,3,2,1,1,2,1,3,2
0,29,2984,1,3,4,1,4,4,4,3,4
0,8,2663,1,3,3,1,3,3,4,4,3
1,21,2777,4,3,2,4,5,4,4,4,4
1,16,2354,4,3,1,3,3,2,2,2,1
1,56,1435,4,3,4,4,4,5,5,5,4
0,9,2757,1,3,2,1,2,2,4,4,2
0,34,2231,1,3,2,1,2,2,1,4,2
1,12,2503,4,3,4,5,4,5,5,5,5
1,19,2156,4,3,5,5,4,5,5,5,4
1,42,1260,4,3,2,2,4,5,5,5,2
0,64,2990,1,3,2,1,2,2,3,2,2
0,35,2528,1,3,4,1,3,4,4,3,4
0,47,1954,1,3,4,1,4,4,4,2,4
1,13,2031,4,3,3,4,2,3,3,4,3
1,14,3140,4,3,2,4,1,2,1,4,2
0,51,2615,1,3,4,1,4,4,1,3,4
1,70,1181,4,3,4,4,4,4,3,3,4
1,34,2658,4,3,1,2,3,3,3,5,4
1,21,2574,4,3,5,4,5,5,3,5,5
1,55,1126,4,4,2,4,2,2,2,4,2
0,66,2720,1,3,4,1,4,4,2,4,4
1,37,2311,4,4,4,4,4,4,3,1,4
1,44,1126,4,4,1,4,4,3,3,3,4
1,25,2399,4,4,1,4,5,1,3,4,1
1,28,2319,4,4,2,4,4,2,2,3,2
1,53,1096,4,4,3,4,4,1,1,1,3
0,64,2047,1,3,2,1,2,2,2,4,2
1,43,1089,4,4,2,4,5,5,5,5,3
0,47,2792,1,3,3,1,3,3,3,4,3
0,15,2380,1,3,2,1,1,2,4,3,2
0,37,2277,1,3,2,1,2,2,1,3,2
0,10,2667,1,3,3,1,3,3,1,3,3
0,60,2547,1,3,5,1,5,5,4,4,5
0,29,1799,1,3,2,1,2,2,3,4,2
0,15,2682,1,3,3,1,3,3,1,4,3
1,31,2406,4,4,4,4,5,4,4,5,4
0,38,2497,1,3,2,1,2,2,1,4,2
1,29,2499,4,4,4,4,4,4,1,4,4
0,36,2083,1,3,1,1,1,1,2,3,1
1,25,2203,4,4,3,2,3,3,3,3,4
0,9,1953,1,3,5,1,5,5,2,3,5
0,57,2155,1,3,1,1,1,1,4,4,1
0,45,1934,1,3,2,1,2,2,2,4,2
1,58,958,4,4,3,3,3,4,4,4,4
0,16,2675,1,3,1,5,5,3,3,3,5
0,33,2169,1,3,5,1,5,5,2,3,5
0,66,2822,1,3,1,1,1,1,1,4,1
0,28,1758,1,3,5,1,5,5,4,4,5
0,14,1629,1,3,5,1,5,5,2,3,5
0,32,2014,1,3,4,1,4,4,3,3,4
0,57,2395,1,3,5,1,1,5,2,4,5
0,37,1978,1,3,4,1,4,4,2,3,4
0,49,2571,1,3,5,1,5,5,2,3,5
0,38,1933,1,3,3,1,3,3,2,4,3
1,48,967,4,4,3,4,3,3,4,5,3
1,9,2693,4,4,5,4,4,5,3,5,5
0,67,2262,1,3,3,1,4,3,2,3,3
1,7,2345,4,4,4,4,4,4,4,4,4
0,34,2596,1,3,4,1,4,4,1,3,4
1,70,918,4,4,3,4,3,3,4,4,3
0,29,2187,1,3,2,1,1,2,1,3,2
0,61,1769,1,3,3,1,3,3,2,4,3
1,13,2115,4,4,2,4,5,4,4,1,3
1,56,861,4,4,5,4,5,5,2,4,5
0,56,2787,1,3,1,5,4,3,1,4,4
1,63,856,4,4,1,4,1,1,4,3,1
0,42,846,1,3,2,3,3,3,3,4,2
0,44,2080,1,3,1,1,1,1,3,4,1
1,70,825,4,4,5,4,5,5,4,4,5
0,20,2167,1,3,1,1,1,1,4,4,1
0,43,849,1,3,2,3,3,2,2,2,1
0,14,2506,1,3,1,4,4,4,2,4,4
0,10,2404,1,3,3,1,3,3,4,4,3
1,58,773,4,4,5,4,5,5,4,4,5
0,23,2177,1,3,1,1,5,1,3,3,1
1,56,771,4,4,2,1,3,2,2,2,3
0,25,1861,1,3,3,1,4,3,2,3,3
0,26,2401,1,3,1,1,1,1,1,3,1
0,40,1494,1,3,3,1,3,3,4,3,3
1,53,739,4,4,4,4,4,4,2,4,4
1,53,740,4,4,3,4,4,1,1,1,3
0,61,2217,1,3,5,1,5,5,1,2,5
0,11,2533,1,3,5,1,5,5,2,3,5
1,56,772,4,4,2,4,4,3,3,3,5
1,44,749,4,4,4,5,5,3,3,3,5
0,30,2384,1,3,3,1,3,3,3,3,3
0,29,1875,1,3,5,1,5,5,4,3,5
0,48,1899,1,3,2,1,3,2,3,3,2
0,37,1820,1,3,5,1,5,5,2,3,5
1,50,713,4,4,5,4,5,5,4,5,5
0,54,2504,1,3,3,1,4,3,1,3,3
0,53,2317,1,3,4,1,4,4,3,3,4
1,51,676,4,4,4,4,4,4,5,4,4
1,49,667,4,4,3,4,5,3,5,4,3
0,44,2329,1,3,5,1,1,5,2,3,5
1,13,1992,4,4,2,4,5,2,2,4,1
1,64,679,4,4,2,4,4,4,4,4,4
0,38,1557,1,3,4,1,4,4,2,3,4
0,48,1677,1,3,3,1,3,3,2,2,3
1,37,2150,4,4,1,4,4,1,3,5,1
0,17,1482,1,3,4,1,3,4,2,4,4
0,69,2236,1,3,2,1,3,2,4,3,2
0,70,637,1,3,4,3,3,1,1,1,4
1,7,2086,4,4,5,4,5,2,2,2,5
1,18,1487,4,4,2,4,2,2,2,2,2
1,32,2038,4,4,3,4,4,2,2,3,4
1,58,633,4,4,2,4,2,2,2,4,2
1,61,628,4,4,5,4,1,5,1,4,5
1,52,629,4,4,2,5,5,3,3,3,3
0,19,2181,1,3,2,1,2,2,3,4,2
0,37,1980,1,3,4,1,1,4,2,1,4
0,8,1534,1,3,4,1,4,4,3,3,4
1,57,604,4,4,2,4,2,2,4,5,2
1,45,614,4,4,2,3,5,3,3,3,1
1,61,605,4,4,5,4,5,5,2,4,5
0,47,1396,1,3,4,1,4,4,1,4,4
1,11,1754,4,4,1,3,3,1,1,1,4
1,57,563,4,4,5,4,5,5,4,5,5
1,44,576,4,4,2,4,3,1,1,1,4
1,46,598,4,4,5,4,5,5,4,4,5
1,9,2215,4,4,3,4,3,3,4,2,3
0,9,2187,1,3,4,1,4,4,4,4,4
1,41,549,4,4,5,4,5,3,3,3,4
1,44,546,4,5,4,4,2,4,4,4,4
0,29,1814,1,3,3,1,3,3,4,4,3
0,59,1701,1,3,2,1,2,2,1,3,2
1,31,1626,4,5,3,4,3,3,5,3,3
1,58,556,4,5,1,4,1,1,3,5,1
0,51,2053,1,3,1,1,1,1,2,4,1
0,54,1661,1,3,1,1,1,1,3,2,1
1,69,493,4,5,3,4,4,3,3,3,3
0,45,1541,1,3,5,1,5,5,3,3,5
0,69,1497,1,3,3,1,3,3,2,4,3
1,67,495,4,5,1,4,1,1,4,4,1
1,60,482,4,5,4,4,5,4,3,5,4
0,37,1720,1,3,3,1,3,3,3,4,3
1,27,2272,4,5,3,4,3,3,3,4,3
0,57,2020,1,3,5,1,5,5,3,3,5
1,36,2045,4,5,4,4,5,5,5,5,4
1,25,1745,4,5,5,4,4,4,4,4,3
1,65,497,4,5,4,4,5,1,1,1,5
1,55,478,4,5,5,4,5,5,4,5,5
0,40,1879,1,3,1,1,1,1,1,3,1
0,35,1608,1,3,3,1,3,3,3,3,3
0,70,1078,1,3,5,1,1,5,2,2,5
0,48,1818,1,3,5,1,5,5,1,4,5
1,21,1991,4,5,3,5,5,5,5,5,5
1,14,1604,4,5,4,4,4,4,5,4,4
0,20,1498,1,3,3,1,3,3,2,4,3
0,21,1807,1,3,3,1,3,3,1,3,3
1,48,440,5,1,2,5,2,2,5,3,2
1,70,433,5,1,3,4,4,5,5,5,5
1,29,1735,5,1,3,5,3,3,4,4,3
1,43,410,5,1,1,5,1,1,3,5,1
0,68,2035,1,3,3,1,3,3,4,4,3
1,11,1399,5,1,5,5,5,5,3,4,5
1,32,2262,5,1,4,5,4,4,3,5,4
1,43,447,5,2,2,5,2,2,4,5,2
0,45,1740,1,3,1,1,1,1,4,4,1
0,26,2034,1,3,5,1,3,5,1,4,5
1,34,1288,5,2,3,5,3,3,3,4,3
1,54,396,5,3,5,5,5,5,4,4,5
1,57,403,5,3,3,5,3,3,4,5,3
0,20,2063,1,3,3,1,3,3,2,3,3
0,9,1581,1,3,4,1,4,4,4,2,4
1,12,1508,5,4,1,5,4,1,5,4,1
0,24,1890,1,3,5,1,5,5,3,3,5
1,10,1512,5,4,5,5,5,5,4,4,5
0,35,1730,1,3,3,1,1,3,1,2,3
0,47,1938,1,3,5,1,5,5,1,4,5
0,39,1533,1,3,3,1,3,3,3,4,3
0,16,1724,1,3,1,1,1,1,3,3,1
1,15,1991,0,1,2,0,5,2,3,4,2
1,35,1370,0,3,4,5,5,3,3,3,3
1,10,1878,0,4,2,0,2,2,1,4,2
0,46,1778,1,3,2,1,2,2,2,3,2
1,39,2188,0,5,2,2,2,4,4,4,3
0,32,1689,1,3,3,1,3,3,4,4,3
1,55,356,1,4,3,4,3,4,4,4,5
0,9,1692,1,3,5,1,5,5,4,3,5
1,11,968,2,2,4,5,5,5,5,5,5
1,18,1957,2,3,5,2,5,5,1,4,5
0,34,1254,1,3,1,1,5,1,2,2,1
0,38,2084,1,3,4,1,1,4,4,4,4
1,13,1467,3,1,1,3,1,1,5,5,1
1,66,332,3,1,3,3,2,3,3,5,3
0,68,1845,1,3,3,1,3,3,1,4,3
1,21,2131,3,3,4,5,4,3,3,5,4
0,10,2092,1,3,4,1,4,4,4,3,4
0,37,1138,1,3,4,1,4,4,1,4,4
0,35,1853,1,3,4,1,4,4,2,3,4
0,43,2083,1,3,1,1,2,1,1,4,1
0,27,2082,1,3,3,1,1,3,4,2,3
0,21,1929,1,3,1,1,1,1,1,2,1
0,26,1474,1,3,4,1,4,4,2,3,4
1,44,297,3,4,3,1,2,5,5,5,2
1,19,1952,3,5,4,3,4,4,3,5,4
0,16,1945,1,3,3,1,3,3,1,4,3
0,7,2187,1,3,2,1,2,2,2,4,2
1,47,309,3,5,3,4,4,2,2,1,5
0,30,1618,1,3,2,1,2,2,3,4,2
0,50,1252,1,3,5,1,5,5,3,4,5
1,41,284,4,1,3,4,3,3,5,3,3
0,32,1375,1,3,3,1,3,3,3,3,3
1,59,282,4,1,1,4,1,1,3,3,1
0,67,1785,1,3,4,1,3,4,2,4,4
0,14,1853,1,3,4,1,4,4,1,2,4
1,38,1643,4,1,3,4,5,3,3,3,4
0,60,1269,1,3,4,1,5,4,2,3,4
1,29,1103,4,1,4,4,4,4,5,3,4
0,48,254,1,3,2,3,3,4,4,4,3
1,63,248,4,1,2,4,2,2,3,5,2
0,10,1228,1,3,5,1,5,5,3,4,5
1,54,256,4,1,5,5,4,5,5,2,5
0,28,1128,1,3,5,1,5,5,1,2,5
1,65,217,4,1,4,3,4,4,4,4,2
0,39,1517,1,3,2,1,2,2,2,3,2
1,18,1261,4,1,4,4,4,4,5,4,4
0,70,1899,1,3,1,1,1,3,1,4,1
1,46,91,4,1,1,4,1,2,2,2,1
0,29,1434,1,3,3,1,4,3,3,3,3
1,59,64,4,1,3,4,4,3,3,4,5
1,65,81,4,1,3,4,3,3,3,4,3
1,48,201,4,1,5,4,5,5,3,4,5
0,47,1318,1,3,2,1,2,2,4,3,2
1,67,73,4,1,5,4,1,5,5,5,5
1,38,1392,4,1,5,4,5,3,3,3,5
1,9,1865,4,1,5,4,5,5,3,5,5
0,32,1280,1,3,3,1,4,3,4,3,3
1,45,79,4,1,4,4,4,4,3,4,4
0,20,934,1,3,5,1,5,5,4,2,5
0,64,1684,1,3,2,1,2,2,3,3,2
0,14,1257,1,3,3,1,3,3,3,3,3
0,40,1892,1,3,1,2,3,1,1,3,3
1,20,1873,4,1,2,4,2,2,3,4,2
0,68,1791,1,3,3,1,3,3,4,3,3
1,26,1229,4,1,3,4,5,3,4,5,3
0,34,1162,1,3,2,1,3,2,3,3,2
0,40,1914,1,3,4,1,4,4,4,3,4
0,24,4196,1,4,3,1,3,3,3,4,3
1,61,2637,4,1,4,4,4,4,3,4,4
1,19,3540,4,1,5,3,5,5,5,5,2
1,30,3560,4,1,3,4,3,3,1,2,3
1,31,4006,4,1,2,4,2,2,1,1,2
0,15,4350,1,4,3,1,2,3,2,3,3
0,9,3583,1,4,1,2,2,3,4,3,2
0,50,3363,1,4,1,4,4,2,2,3,4
0,55,3761,1,4,1,2,2,3,2,4,2
0,54,3973,1,4,4,1,4,4,4,4,4
1,53,2306,4,1,3,5,5,5,5,5,3
1,19,2914,4,1,1,4,1,1,4,4,1
1,29,3262,4,1,4,4,4,1,1,1,5
0,43,3588,1,4,1,1,1,1,3,3,1
0,56,3679,1,4,4,1,4,4,1,4,4
1,56,2064,4,2,4,1,1,4,2,4,1
1,12,2929,4,2,2,1,5,2,2,2,2
0,29,3564,1,4,5,1,5,5,3,3,5
0,36,3714,1,4,3,1,3,3,1,2,3
1,41,1800,4,2,4,4,1,4,5,5,4
1,37,3054,4,2,2,4,2,2,3,4,2
0,54,2880,1,4,5,1,5,5,2,4,5
0,42,2637,1,4,3,1,3,3,4,4,3
1,47,1776,4,2,1,4,1,1,5,4,1
1,51,1631,4,2,4,4,5,2,2,2,4
1,48,1585,4,2,4,4,5,1,1,1,5
1,46,1523,4,2,5,4,5,5,4,5,5
0,17,2598,1,4,4,1,4,4,4,3,4
0,54,3288,1,4,1,4,4,4,5,3,4
0,11,2316,1,4,4,1,4,4,3,4,4
0,40,2259,1,4,3,1,3,3,2,4,3
0,19,2715,1,4,2,1,2,2,1,3,2
0,11,3085,1,4,3,1,3,3,4,3,3
0,68,2918,1,4,1,1,3,1,3,4,1
0,21,2398,1,4,4,1,4,4,3,3,4
0,66,2327,1,4,2,1,2,2,2,3,2
0,27,2258,1,4,1,1,1,1,2,4,1
0,20,3081,1,4,1,1,1,1,4,3,1
1,41,2211,4,2,4,4,4,4,3,5,4
1,35,2459,4,2,3,4,3,3,3,4,3
0,55,2770,1,4,3,1,3,3,3,2,3
0,30,2034,1,4,5,1,5,5,3,2,5
1,16,2687,4,2,2,4,2,2,5,4,2
0,51,2548,1,4,4,1,4,4,1,4,4
1,14,1877,4,2,3,4,3,3,5,4,3
1,45,1117,4,2,3,4,3,3,5,4,3
0,54,2048,1,4,1,1,1,1,1,3,1
0,32,2567,1,4,3,1,3,3,3,4,3
0,45,2269,1,4,3,1,3,3,1,3,3
0,42,2547,1,4,5,1,5,5,4,3,5
1,28,2861,4,2,3,5,5,3,3,3,5
0,22,2073,1,4,2,1,2,2,1,3,2
0,18,2197,1,4,5,1,5,5,5,5,5
0,10,2028,1,4,1,1,1,1,2,4,1
0,51,2729,1,4,1,2,2,2,2,3,2
1,61,1040,4,2,5,5,4,4,4,4,3
1,12,2446,4,2,4,5,5,5,5,2,4
0,16,1863,1,4,1,1,1,1,2,4,1
0,20,2107,1,4,4,1,4,4,2,4,4
0,8,2729,1,4,2,1,2,2,3,3,2
1,57,974,4,2,2,4,5,2,5,2,2
0,44,2601,1,4,3,1,4,3,1,3,3
0,44,2310,1,4,5,1,5,5,3,3,5
0,19,2169,1,4,5,1,5,5,1,4,5
1,53,978,4,2,4,2,4,3,3,3,1
0,64,2847,1,4,1,2,2,2,5,4,2
0,69,2082,1,4,2,1,2,2,2,3,2
1,31,1608,4,2,4,4,4,4,4,5,4
1,20,2486,4,2,2,4,5,5,5,5,5
1,24,1976,4,2,4,4,5,5,5,5,5
1,58,931,4,2,2,5,4,2,2,2,5
1,19,2465,4,2,3,4,4,3,5,5,3
0,53,2434,1,4,2,1,2,2,1,3,2
1,41,1729,4,2,2,4,2,2,1,2,2
1,34,1889,4,2,4,5,5,5,5,5,3
1,69,898,4,2,1,4,1,1,5,4,1
0,57,2279,1,4,1,1,1,1,1,3,1
1,50,916,4,2,1,4,1,1,3,4,1
0,34,2179,1,4,4,1,5,4,1,4,4
0,61,2474,1,4,3,1,3,3,4,3,3
0,60,2126,1,4,4,1,3,4,1,3,4
1,59,883,4,2,4,2,2,3,3,3,3
0,26,2482,1,4,1,4,4,4,5,3,4
1,63,895,4,2,3,4,3,3,1,1,3
0,68,2044,1,4,4,1,4,4,1,3,4
0,20,2402,1,4,2,1,1,2,2,4,2
0,48,2618,1,4,2,1,2,2,4,3,2
0,44,2441,1,4,2,1,2,2,4,4,2
1,56,843,4,2,1,4,1,1,3,4,1
1,59,843,4,2,4,4,4,5,5,1,3
1,67,815,4,3,2,4,2,2,5,4,2
0,66,2178,1,4,2,1,2,2,2,3,2
1,67,790,4,3,5,5,4,1,1,1,4
0,34,1905,1,4,2,1,4,2,1,4,2
0,52,2171,1,4,2,1,2,2,1,4,2
0,20,2360,1,4,4,1,4,4,4,3,4
0,70,2147,1,4,2,1,5,2,1,3,2
0,59,1785,1,4,3,1,3,3,4,3,3
1,48,760,4,3,4,4,5,1,1,1,5
0,7,1779,1,4,4,1,4,4,3,3,4
1,17,2025,4,3,4,4,5,2,2,2,3
1,13,2224,4,3,3,5,4,2,2,2,5
0,62,1734,1,4,4,1,4,4,1,3,4
0,65,2470,1,4,1,1,1,1,3,4,1
0,15,1891,1,4,4,1,4,4,4,3,4
1,28,1934,4,3,3,4,3,3,3,5,3
1,56,711,4,3,4,5,5,1,1,1,3
0,61,2148,1,4,5,1,5,5,4,4,5
1,62,706,4,3,2,4,4,5,5,5,3
0,8,2023,1,4,1,1,1,1,2,4,1
0,22,1981,1,4,5,1,5,5,2,4,5
1,55,667,4,3,2,4,5,2,2,2,3
1,39,1743,4,3,4,5,5,2,2,5,4
0,60,1629,1,4,4,1,4,4,2,4,4
0,66,2148,1,4,1,1,1,1,3,3,1
0,33,1771,1,4,3,1,3,3,1,3,3
1,69,639,4,3,5,4,5,5,3,5,5
0,39,1963,1,4,3,1,5,3,3,4,3
1,18,1946,4,3,2,5,3,3,3,3,1
1,9,1855,4,3,4,4,4,4,3,5,4
0,23,2540,1,4,5,1,5,5,1,4,5
1,58,616,4,3,3,4,5,3,3,3,3
0,12,2263,1,4,3,1,3,3,4,2,3
0,31,1469,1,4,4,1,4,4,3,3,4
0,14,1824,1,4,4,1,1,4,4,3,4
1,53,587,4,3,2,5,5,3,3,3,3
0,32,1645,1,4,4,1,4,4,2,3,4
1,64,583,4,3,1,5,5,3,3,5,2
0,7,1926,1,4,5,1,3,5,3,4,5
1,44,559,4,3,1,4,4,1,3,5,1
0,54,2086,1,4,2,1,2,2,1,4,2
0,34,1472,1,4,2,1,2,2,2,4,2
0,16,1889,1,4,5,1,5,5,1,3,5
0,26,1852,1,4,2,1,2,2,3,3,2
0,8,2328,1,4,3,1,3,3,2,3,3
1,58,549,4,3,2,5,5,2,2,2,4
1,66,520,4,3,3,4,4,3,3,3,3
0,66,2446,1,4,1,5,2,3,4,4,2
0,61,1927,1,4,2,1,2,2,2,3,2
0,66,2105,1,4,4,1,4,4,1,4,4
1,61,497,4,3,2,4,2,2,3,5,2
1,54,523,4,3,2,2,3,3,3,4,1
0,36,1487,1,4,1,1,1,1,2,4,1
0,37,2145,1,4,4,1,2,4,2,4,4
1,70,500,4,3,2,4,2,2,4,5,2
1,17,1903,4,3,5,4,5,5,4,4,5
1,31,1863,4,3,2,3,5,4,4,4,1
1,63,458,4,3,1,4,1,1,5,1,1
0,30,2054,1,4,1,4,4,3,3,4,4
0,64,2184,1,4,3,1,2,3,3,4,3
1,35,1958,4,3,2,3,5,4,4,4,3
1,68,439,4,3,2,2,5,3,3,3,2
0,27,1638,1,4,2,1,2,2,3,2,2
1,10,1872,4,3,5,4,5,5,5,2,5
0,60,1369,1,4,2,1,2,2,3,4,2
1,26,1730,4,3,1,4,1,1,1,2,1
0,8,1266,1,4,1,1,1,1,3,4,1
1,31,1506,4,3,5,1,2,2,2,4,1
1,59,464,4,3,1,4,1,1,3,5,1
0,54,2321,1,4,1,4,4,3,4,4,4
1,53,429,4,3,5,4,5,5,3,5,5
1,55,438,4,3,4,4,4,4,4,5,4
0,26,1617,1,4,4,1,4,4,2,4,4
1,11,1605,4,3,2,4,2,2,1,5,2
0,36,2098,1,4,3,1,3,3,1,4,3
0,53,1698,1,4,4,1,4,4,4,3,4
0,24,1964,1,4,1,3,3,1,1,4,3
1,8,1904,4,3,4,5,5,2,2,2,4
1,19,1311,4,3,4,4,4,4,4,4,4
0,41,1410,1,4,4,1,1,4,3,2,4
0,49,1737,1,4,3,1,3,3,2,4,3
1,9,1817,4,4,3,4,3,3,3,5,3
0,9,1317,1,4,2,1,2,2,3,4,2
0,33,1923,1,4,1,5,5,1,2,3,5
0,11,2203,1,4,5,1,5,5,1,3,5
0,62,1527,1,4,3,1,3,3,1,4,3
1,54,398,4,4,4,5,4,1,1,1,4
0,22,2078,1,4,2,1,3,2,3,3,2
0,24,1596,1,4,1,1,3,1,1,3,1
0,12,1678,1,4,1,1,3,1,1,3,1
1,70,371,4,4,5,4,5,5,4,5,5
1,12,1493,4,4,5,4,5,5,5,5,3
0,35,1774,1,4,4,1,4,4,2,4,4
0,23,2074,1,4,2,1,2,2,1,3,2
1,22,2099,4,4,1,4,1,1,5,4,1
0,46,1881,1,4,2,1,2,2,1,3,2
0,62,1295,1,4,2,1,2,2,1,4,2
0,58,1785,1,4,1,1,1,1,4,3,1
1,65,336,4,4,1,3,1,3,3,3,2
1,38,1459,4,4,2,4,2,2,4,5,2
0,27,1471,1,4,5,1,5,5,2,3,5
1,56,345,4,4,2,4,5,2,4,4,2
0,8,1482,1,4,5,1,5,5,1,3,5
1,64,312,4,4,4,4,4,4,4,4,4
0,23,1618,1,4,2,1,2,2,3,4,2
0,29,1862,1,4,5,1,5,5,3,4,5
1,29,1363,4,4,4,4,4,4,4,5,4
0,25,1063,1,4,2,1,2,2,1,4,2
1,42,296,4,4,2,4,2,2,3,4,2
0,58,2119,1,4,1,1,1,1,1,3,1
0,39,1354,1,4,4,1,4,4,2,4,4
1,68,298,4,4,5,4,5,5,4,4,5
0,60,1171,1,4,4,1,4,4,3,4,4
1,49,290,4,4,4,4,4,4,5,4,4
0,63,1828,1,4,5,1,5,5,3,3,5
1,20,1675,4,4,4,4,4,1,1,1,5
1,29,1549,4,4,4,5,4,5,5,5,4
1,25,1079,4,4,4,4,5,4,5,2,4
1,65,272,4,4,3,4,1,3,3,5,3
0,10,959,1,4,1,1,1,1,2,3,1
0,16,973,1,4,3,1,5,3,4,4,3
0,55,969,1,4,4,1,4,4,2,4,4
1,63,218,4,4,2,4,1,2,4,4,2
0,53,1331,1,4,3,1,3,3,4,3,3
1,55,238,4,4,2,4,2,2,1,2,2
1,41,243,4,4,4,4,4,4,3,4,4
0,70,2169,1,4,1,1,1,1,2,4,1
1,57,98,4,4,3,4,3,3,3,5,3
1,30,2005,4,4,2,4,2,2,4,5,2
1,23,1636,4,4,3,4,3,3,4,4,3
0,20,1615,1,4,3,1,3,3,3,4,3
1,42,98,4,4,2,5,3,4,4,4,2
1,67,203,4,4,2,4,2,2,5,5,2
0,26,1316,1,4,5,1,1,5,4,4,5
0,15,1612,1,4,2,1,2,2,1,3,2
0,63,1647,1,4,1,1,1,1,4,4,1
0,51,95,1,4,3,4,4,4,4,1,3
1,32,1719,4,4,1,4,1,1,5,4,1
0,46,1108,1,4,3,1,3,3,2,3,3
0,39,1671,1,4,2,1,2,2,3,4,2
1,7,993,4,5,3,4,3,3,3,4,3
1,31,1474,4,5,3,3,3,4,4,4,4
0,50,2142,2,1,3,2,3,3,3,1,3
1,46,784,4,5,2,5,4,2,2,2,5
1,56,512,4,5,2,4,5,4,4,4,5
1,42,510,4,5,1,4,1,1,5,5,1
0,33,3875,2,3,4,2,4,4,1,4,4
0,17,3563,2,3,2,4,4,1,1,3,4
0,53,2660,2,3,4,2,4,4,4,4,4
1,44,1668,4,5,1,4,1,1,5,5,1
1,26,2967,5,1,4,4,4,2,2,2,3
0,61,2695,2,3,2,2,3,2,2,3,2
0,57,2859,2,3,2,1,1,4,5,4,1
1,39,2173,5,2,5,5,5,5,3,5,5
1,37,2043,5,2,1,5,1,1,4,4,1
1,40,2267,5,2,3,4,4,2,2,2,4
1,30,2326,5,3,5,5,5,5,5,5,5
1,64,902,5,3,2,4,4,3,3,3,3
1,34,1729,5,3,5,5,1,5,3,4,5
1,14,1875,5,3,1,5,2,5,5,5,2
0,58,1726,2,3,3,2,3,3,2,3,3
1,29,1139,5,4,5,5,5,2,2,2,3
1,30,1812,5,5,5,5,4,4,4,4,3
1,18,1203,0,1,4,4,4,2,2,2,5
0,33,4078,2,4,2,2,1,1,5,3,1
1,61,2439,5,1,2,4,5,4,4,4,4
1,31,3054,5,1,4,5,4,4,3,4,4
